pitch_name,pitch_num,pitch_type,game_date,injured,release_speed,release_pos_x,release_pos_y,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated
4-Seam Fastball,29,FF,2022-04-11,0,96.8551724137931,-1.542413793103448,54.10517241379311,,,,
Knuckle Curve,7,KC,2022-04-11,0,84.67142857142858,-1.5614285714285714,54.25,,,,
Slider,1,SL,2022-04-11,0,90.5,-1.74,54.14,,,,
4-Seam Fastball,5,FF,2022-04-16,0,96.2,-1.496,53.912,,,,
Knuckle Curve,3,KC,2022-04-16,0,83.26666666666667,-1.4566666666666668,54.13999999999999,,,,
Slider,1,SL,2022-04-16,0,88.6,-1.53,54.19,,,,
Slider,7,SL,2022-04-19,0,89.0,-1.9242857142857144,53.92142857142857,,,,
4-Seam Fastball,19,FF,2022-04-19,0,95.52105263157898,-1.7705263157894735,53.87105263157895,,,,
Knuckle Curve,3,KC,2022-04-19,0,83.66666666666667,-1.7833333333333332,54.056666666666665,,,,
Knuckle Curve,4,KC,2022-04-24,0,82.47500000000001,-1.7775,54.135000000000005,,,,
4-Seam Fastball,24,FF,2022-04-24,0,96.4125,-1.7695833333333333,53.89499999999999,,,,
Slider,2,SL,2022-04-24,0,91.75,-1.835,53.925,,,,
4-Seam Fastball,27,FF,2022-04-28,0,95.75185185185184,-1.6607407407407406,54.14037037037037,,,,
Slider,10,SL,2022-04-28,0,91.26,-1.639,54.26800000000001,,,,
Knuckle Curve,10,KC,2022-04-28,0,83.26,-1.6380000000000003,54.472,,,,
Slider,23,SL,2022-05-21,0,89.8913043478261,-2.126956521739131,54.22130434782609,,,,
4-Seam Fastball,22,FF,2022-05-21,0,95.29545454545456,-2.0563636363636366,54.10136363636365,,,,
Knuckle Curve,6,KC,2022-05-21,0,79.31666666666668,-1.9733333333333332,54.37833333333333,,,,
Knuckle Curve,3,KC,2022-06-19,0,84.86666666666666,-1.9533333333333327,54.35666666666666,,,,
4-Seam Fastball,7,FF,2022-06-19,0,96.98571428571428,-2.004285714285714,54.21142857142856,,,,
Slider,3,SL,2022-06-19,0,90.83333333333331,-2.1366666666666667,54.21666666666667,,,,
Slider,31,SL,2022-09-05,0,91.45483870967745,-1.889677419354839,54.130967741935486,,,,
4-Seam Fastball,24,FF,2022-09-05,0,95.71250000000003,-1.7966666666666669,54.05458333333335,,,,
Knuckle Curve,16,KC,2022-09-05,0,83.11250000000001,-1.770625,54.11625,,,,
Changeup,7,CH,2022-09-05,0,87.68571428571428,-1.9242857142857144,53.95857142857143,,,,
Slider,18,SL,2022-09-16,0,93.12222222222222,-1.7133333333333334,54.031666666666666,,,,
4-Seam Fastball,13,FF,2022-09-16,0,95.32307692307693,-1.7338461538461538,53.97923076923077,,,,
Knuckle Curve,4,KC,2022-09-16,0,84.725,-1.685,53.985,,,,
Knuckle Curve,9,KC,2022-09-19,0,84.83333333333333,-1.7133333333333334,54.08111111111111,,,,
Slider,7,SL,2022-09-19,0,92.57142857142856,-1.7757142857142856,54.10142857142858,,,,
4-Seam Fastball,18,FF,2022-09-19,0,95.81111111111112,-1.7155555555555553,54.03888888888889,,,,
Changeup,1,CH,2022-09-19,0,91.1,-1.86,54.02,,,,
Slider,23,SL,2022-09-24,0,93.22608695652173,-1.842608695652174,54.039565217391306,,,,
4-Seam Fastball,21,FF,2022-09-24,0,95.93809523809526,-1.769523809523809,53.98142857142858,,,,
Knuckle Curve,9,KC,2022-09-24,0,85.63333333333334,-1.6377777777777778,54.00111111111111,,,,
Changeup,5,CH,2022-09-24,0,88.9,-1.9,53.936,,,,
Slider,21,SL,2022-09-29,0,91.88571428571429,-1.6928571428571426,54.00904761904762,,,,
4-Seam Fastball,28,FF,2022-09-29,0,95.59642857142856,-1.566428571428571,53.94964285714286,,,,
Knuckle Curve,15,KC,2022-09-29,0,85.03999999999999,-1.61,54.05866666666666,,,,
Changeup,9,CH,2022-09-29,0,88.91111111111113,-1.7433333333333332,53.83777777777778,,,,
Sinker,1,SI,2022-09-29,0,95.6,-1.52,53.9,,,,
Slider,23,SL,2022-10-05,0,91.08260869565218,-1.8139130434782604,54.04130434782609,,,,
4-Seam Fastball,38,FF,2022-10-05,0,95.06315789473686,-1.6518421052631578,53.94421052631579,,,,
Knuckle Curve,19,KC,2022-10-05,0,84.3578947368421,-1.6731578947368424,54.07263157894737,,,,
Changeup,4,CH,2022-10-05,0,88.975,-1.9175,53.8775,,,,
4-Seam Fastball,12,FF,2023-04-01,0,97.5166666666667,-2.005,53.82833333333332,,,,
Knuckle Curve,2,KC,2023-04-01,0,86.75,-1.86,53.74,,,,
Changeup,1,CH,2023-04-01,0,89.8,-2.05,53.68,,,,
Slider,1,SL,2023-04-01,0,94.4,-2.09,53.7,,,,
Knuckle Curve,9,KC,2023-04-02,0,84.87777777777778,-1.8866666666666667,53.935555555555545,,,,
4-Seam Fastball,22,FF,2023-04-02,0,96.05,-1.8690909090909091,53.83545454545455,,,,
Changeup,3,CH,2023-04-02,0,89.7,-2.036666666666666,53.75,,,,
Slider,9,SL,2023-04-02,0,91.74444444444444,-1.97,53.98333333333333,,,,
Slider,4,SL,2023-04-08,0,91.725,-2.0,53.8425,,,,
4-Seam Fastball,12,FF,2023-04-08,0,95.11666666666667,-1.8216666666666663,53.72166666666667,,,,
Knuckle Curve,5,KC,2023-04-08,0,85.26000000000002,-1.796,53.898,,,,
Changeup,1,CH,2023-04-08,0,87.3,-1.97,53.85,,,,
4-Seam Fastball,10,FF,2023-04-09,0,94.54,-2.013,53.67100000000001,,,,
Knuckle Curve,1,KC,2023-04-09,0,85.7,-1.96,53.77,,,,
Changeup,2,CH,2023-04-09,0,87.94999999999999,-2.185,53.74,,,,
Knuckle Curve,3,KC,2023-04-12,0,85.03333333333332,-2.013333333333333,54.00333333333333,,,,
4-Seam Fastball,10,FF,2023-04-12,0,94.83,-1.902,53.821000000000005,,,,
Slider,3,SL,2023-04-12,0,92.13333333333333,-2.043333333333333,53.84666666666667,,,,
Changeup,1,CH,2023-04-12,0,88.3,-2.12,53.74,,,,
Knuckle Curve,8,KC,2023-04-14,0,85.10000000000001,-1.73625,53.92625,,,,
4-Seam Fastball,6,FF,2023-04-14,0,95.68333333333334,-1.75,53.895,,,,
Changeup,1,CH,2023-04-14,0,88.7,-2.14,54.06,,,,
Slider,10,SL,2023-04-16,0,90.45,-2.2030000000000003,53.972,,,,
4-Seam Fastball,12,FF,2023-04-16,0,94.53333333333332,-2.0525,53.935833333333335,,,,
Knuckle Curve,7,KC,2023-04-16,0,83.61428571428571,-2.1314285714285712,54.021428571428565,,,,
Slider,4,SL,2023-04-19,0,91.25,-1.975,53.86,,,,
4-Seam Fastball,6,FF,2023-04-19,0,96.15,-1.895,53.81333333333333,,,,
Knuckle Curve,6,KC,2023-04-19,0,85.03333333333333,-1.9533333333333327,54.053333333333335,,,,
Slider,2,SL,2023-04-23,0,90.7,-2.33,54.165,,,,
4-Seam Fastball,5,FF,2023-04-23,0,95.96,-2.202,54.0,,,,
Knuckle Curve,4,KC,2023-04-23,0,84.75,-2.1875,54.125,,,,
Slider,7,SL,2023-04-25,0,88.87142857142855,-2.0671428571428576,54.06,,,,
Knuckle Curve,9,KC,2023-04-25,0,86.16666666666667,-1.8688888888888888,54.09111111111111,,,,
4-Seam Fastball,11,FF,2023-04-25,0,95.07272727272726,-1.866363636363636,53.91636363636364,,,,
Changeup,5,CH,2023-04-25,0,87.5,-2.152,53.98,,,,
4-Seam Fastball,8,FF,2023-04-27,0,95.6,-1.9025,54.01,,,,
Knuckle Curve,1,KC,2023-04-27,0,86.1,-1.82,54.12,,,,
4-Seam Fastball,9,FF,2023-04-29,0,96.14444444444445,-1.856666666666667,54.126666666666665,,,,
Knuckle Curve,6,KC,2023-04-29,0,85.83333333333333,-1.99,54.185,,,,
Changeup,1,CH,2023-04-29,0,86.1,-2.18,54.02,,,,
Slider,2,SL,2023-04-29,0,88.55000000000001,-2.055,54.35,,,,
4-Seam Fastball,9,FF,2023-04-29,0,96.14444444444445,-1.856666666666667,54.126666666666665,,,,
Knuckle Curve,6,KC,2023-04-29,0,85.83333333333333,-1.99,54.185,,,,
Changeup,1,CH,2023-04-29,0,86.1,-2.18,54.02,,,,
Slider,2,SL,2023-04-29,0,88.55000000000001,-2.055,54.35,,,,
Slider,3,SL,2023-05-02,0,91.96666666666664,-2.0766666666666667,54.04999999999999,,,,
Knuckle Curve,4,KC,2023-05-02,0,86.45,-1.86,54.09,,,,
4-Seam Fastball,11,FF,2023-05-02,0,96.86363636363636,-1.8272727272727276,53.99727272727273,,,,
4-Seam Fastball,17,FF,2023-05-05,0,96.69411764705885,-1.998823529411764,53.90529411764706,,,,
Knuckle Curve,6,KC,2023-05-05,0,87.45,-2.043333333333333,53.953333333333326,,,,
Changeup,2,CH,2023-05-05,0,89.35,-2.335,53.73,,,,
Knuckle Curve,3,KC,2023-05-07,0,88.7,-1.89,53.96666666666667,,,,
4-Seam Fastball,2,FF,2023-05-07,0,99.0,-1.665,53.945,,,,
Slider,7,SL,2023-05-07,0,90.84285714285714,-2.0157142857142856,53.91428571428572,,,,
4-Seam Fastball,7,FF,2023-05-09,0,97.2714285714286,-1.9428571428571428,53.8842857142857,,,,
Knuckle Curve,4,KC,2023-05-09,0,88.025,-2.095,53.9325,,,,
Slider,3,SL,2023-05-09,0,90.43333333333334,-2.23,53.96666666666667,,,,
Knuckle Curve,7,KC,2023-05-14,0,87.02857142857142,-1.94,53.99,,,,
Slider,10,SL,2023-05-14,0,89.91999999999999,-2.201,53.996,,,,
4-Seam Fastball,18,FF,2023-05-14,0,97.07222222222224,-2.0133333333333336,53.887777777777785,,,,
Changeup,3,CH,2023-05-14,0,89.63333333333333,-2.316666666666667,53.89000000000001,,,,
Knuckle Curve,7,KC,2023-05-15,0,88.42857142857143,-2.008571428571429,53.957142857142856,,,,
4-Seam Fastball,11,FF,2023-05-15,0,97.04545454545456,-1.859090909090909,53.80545454545455,,,,
Slider,1,SL,2023-05-15,0,90.8,-2.08,53.78,,,,
4-Seam Fastball,9,FF,2023-05-18,0,96.85555555555555,-2.0077777777777777,53.91888888888889,,,,
Changeup,2,CH,2023-05-18,0,88.25,-2.26,53.98,,,,
Slider,1,SL,2023-05-18,0,90.2,-2.17,53.93,,,,
Knuckle Curve,9,KC,2023-05-20,0,87.93333333333334,-1.958888888888889,53.97,,,,
4-Seam Fastball,11,FF,2023-05-20,0,97.70909090909092,-2.001818181818181,54.05636363636363,,,,
Slider,1,SL,2023-05-20,0,90.3,-2.2,54.2,,,,
4-Seam Fastball,9,FF,2023-05-21,0,98.03333333333336,-1.9166666666666667,53.99888888888889,,,,
Knuckle Curve,4,KC,2023-05-21,0,89.02499999999999,-2.1,54.075,,,,
Slider,2,SL,2023-05-21,0,93.05,-2.21,54.125,,,,
Slider,2,SL,2023-05-24,0,93.45,-1.93,54.05,,,,
4-Seam Fastball,7,FF,2023-05-24,0,98.07142857142856,-1.6314285714285717,53.92428571428571,,,,
Knuckle Curve,4,KC,2023-05-25,0,89.19999999999999,-1.8525,54.0225,,,,
4-Seam Fastball,15,FF,2023-05-25,0,98.38666666666668,-1.7573333333333332,53.967333333333336,,,,
4-Seam Fastball,9,FF,2023-05-29,0,98.16666666666669,-1.751111111111111,53.903333333333336,,,,
Knuckle Curve,2,KC,2023-05-29,0,89.85,-2.075,54.035,,,,
Slider,2,SL,2023-05-29,0,94.25,-2.21,53.95,,,,
Knuckle Curve,13,KC,2023-05-31,0,88.14615384615385,-2.196923076923077,54.03153846153847,,,,
Changeup,4,CH,2023-05-31,0,89.875,-2.37,53.78,,,,
Slider,5,SL,2023-05-31,0,93.3,-2.378,53.932,,,,
4-Seam Fastball,10,FF,2023-05-31,0,97.27,-2.105,53.873000000000005,,,,
4-Seam Fastball,21,FF,2023-06-04,0,96.72380952380952,-1.7900000000000005,53.96190476190476,,,,
Knuckle Curve,4,KC,2023-06-04,0,88.025,-1.9625,54.16,,,,
Slider,3,SL,2023-06-04,0,93.3,-1.9866666666666664,54.09333333333333,,,,
4-Seam Fastball,10,FF,2023-06-06,0,97.04,-1.926,53.79200000000001,,,,
Slider,3,SL,2023-06-06,0,91.93333333333334,-2.1566666666666667,53.82333333333333,,,,
