pitch_name,pitch_num,pitch_type,game_date,injured,release_speed,release_pos_x,release_pos_y,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated
4-Seam Fastball,34,FF,2023-09-13,0,96.16176470588236,-1.744705882352941,54.17411764705882,,,,
Sinker,17,SI,2023-09-13,0,94.22941176470584,-1.8858823529411768,54.212941176470586,,,,
Slider,20,SL,2023-09-13,0,85.12000000000002,-1.859,54.114,,,,
Changeup,16,CH,2023-09-13,0,88.75,-1.9425,54.19499999999999,,,,
Curveball,3,CU,2023-09-13,0,78.96666666666667,-1.76,54.48,,,,
Slider,24,SL,2023-09-19,0,84.91666666666666,-1.73125,54.30500000000001,,,,
4-Seam Fastball,23,FF,2023-09-19,0,95.33043478260868,-1.7052173913043476,54.26913043478261,,,,
Curveball,5,CU,2023-09-19,0,79.58,-1.736,54.536,,,,
Changeup,10,CH,2023-09-19,0,88.99,-1.887,54.218,,,,
Sinker,16,SI,2023-09-19,0,95.05625,-1.83,54.170625,,,,
4-Seam Fastball,51,FF,2023-09-24,0,95.32549019607842,-1.73078431372549,54.37941176470588,,,,
Slider,13,SL,2023-09-24,0,85.0076923076923,-1.7815384615384615,54.36846153846154,,,,
Changeup,9,CH,2023-09-24,0,89.04444444444444,-1.9333333333333336,54.303333333333335,,,,
Sinker,8,SI,2023-09-24,0,94.9125,-1.81375,54.43875,,,,
Curveball,5,CU,2023-09-24,0,81.46,-1.638,54.528,,,,
4-Seam Fastball,49,FF,2023-10-01,0,96.20408163265304,-1.8402040816326528,54.39265306122451,,,,
Slider,18,SL,2023-10-01,0,85.65555555555557,-1.8283333333333327,54.43388888888889,,,,
Changeup,9,CH,2023-10-01,0,89.44444444444443,-2.05,54.29666666666666,,,,
Sinker,9,SI,2023-10-01,0,95.5111111111111,-2.016666666666667,54.42111111111112,,,,
Curveball,7,CU,2023-10-01,0,80.3,-1.692857142857143,54.60714285714285,,,,
