pitch_name,pitch_num,pitch_type,game_date,injured,release_speed,release_pos_x,release_pos_y,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated
Sinker,17,SI,2022-05-09,0,88.75882352941177,3.5358823529411763,54.63647058823529,,,,
Slider,21,SL,2022-05-09,0,78.0142857142857,3.9833333333333343,54.7704761904762,,,,
Changeup,1,CH,2022-05-09,0,84.9,3.57,54.8,,,,
Sinker,19,SI,2022-05-19,0,88.92105263157895,3.633684210526315,54.70736842105264,,,,
Slider,15,SL,2022-05-19,0,77.18,4.132666666666667,54.773333333333326,,,,
Changeup,2,CH,2022-05-19,0,82.05,3.825,54.575,,,,
Slider,35,SL,2022-08-15,0,77.40285714285714,4.031714285714285,54.81114285714287,,,,
Sinker,16,SI,2022-08-15,0,88.51875000000001,3.60625,54.78750000000001,,,,
Sinker,15,SI,2023-04-08,0,88.52666666666666,3.693333333333333,54.626000000000005,,,,
Slider,10,SL,2023-04-08,0,76.78,4.354,54.728,,,,
Sinker,7,SI,2023-04-09,0,87.92857142857143,3.670000000000001,54.6857142857143,,,,
Slider,2,SL,2023-04-09,0,76.05,4.515000000000001,55.06,,,,
Slider,4,SL,2023-04-14,0,76.9,4.575,54.925,,,,
Sinker,9,SI,2023-04-14,0,89.31111111111112,3.7677777777777774,54.86888888888888,,,,
Slider,4,SL,2023-04-23,0,76.525,4.17,54.885000000000005,,,,
Sinker,4,SI,2023-04-23,0,88.4,3.6425,54.545,,,,
Slider,6,SL,2023-05-09,0,78.43333333333334,4.05,55.07666666666666,,,,
Sinker,8,SI,2023-05-09,0,89.3875,3.5175,54.77125,,,,
Slider,10,SL,2023-05-10,0,77.84,4.061000000000001,54.963,,,,
Sinker,6,SI,2023-05-10,0,89.13333333333333,3.5333333333333337,54.66666666666666,,,,
Slider,7,SL,2023-05-12,0,77.47142857142858,4.067142857142858,55.08571428571429,,,,
Sinker,4,SI,2023-05-12,0,88.15,3.67,54.9425,,,,
Sinker,21,SI,2023-05-15,0,88.67619047619047,3.691904761904761,54.93047619047619,,,,
Slider,18,SL,2023-05-15,0,77.73333333333332,4.132222222222222,55.12444444444444,,,,
