pitch_name,pitch_num,pitch_type,game_date,injured,release_speed,release_pos_x,release_pos_y,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated
Changeup,12,CH,2022-06-14,0,84.24166666666667,-1.804166666666667,53.9425,,,,
Sinker,20,SI,2022-06-14,0,96.265,-1.7885000000000002,53.95300000000001,,,,
Slider,11,SL,2022-06-14,0,87.9,-1.720909090909091,54.02272727272727,,,,
Curveball,1,CU,2022-06-14,0,77.0,-1.82,54.37,,,,
4-Seam Fastball,31,FF,2022-04-12,0,95.37741935483874,-2.2832258064516133,54.07967741935483,,,,
Curveball,2,CU,2022-04-12,0,78.85,-2.26,54.19,,,,
Changeup,2,CH,2022-04-12,0,85.1,-2.255,53.99,,,,
4-Seam Fastball,24,FF,2022-04-17,0,94.90000000000002,-2.2166666666666663,53.958333333333336,,,,
Curveball,3,CU,2022-04-17,0,78.03333333333335,-2.36,54.04333333333333,,,,
Changeup,8,CH,2022-04-17,0,81.98750000000001,-2.3175000000000003,53.8375,,,,
Changeup,6,CH,2022-04-21,0,84.0,-2.353333333333333,53.79666666666666,,,,
Curveball,9,CU,2022-04-21,0,79.64444444444445,-2.305555555555556,53.89333333333333,,,,
4-Seam Fastball,18,FF,2022-04-21,0,94.9,-2.2911111111111118,53.85944444444444,,,,
4-Seam Fastball,14,FF,2022-04-29,0,95.69285714285714,-2.606428571428572,53.93499999999999,,,,
Changeup,8,CH,2022-04-29,0,85.57500000000002,-2.7275,53.97874999999999,,,,
Curveball,2,CU,2022-04-29,0,77.69999999999999,-2.68,54.05,,,,
Changeup,6,CH,2022-05-01,0,85.59999999999998,-2.8183333333333334,53.78333333333333,,,,
4-Seam Fastball,6,FF,2022-05-01,0,97.31666666666666,-2.6300000000000003,53.833333333333336,,,,
Sinker,1,SI,2022-05-01,0,95.9,-2.83,53.81,,,,
Changeup,19,CH,2022-05-04,0,84.56315789473682,-2.6494736842105264,53.72684210526317,,,,
