pitch_name,pitch_num,pitch_type,game_date,injured,release_speed,release_pos_x,release_pos_y,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated
Slider,8,SL,2022-04-07,0,86.11249999999998,-2.4475,54.59,,,,
4-Seam Fastball,7,FF,2022-04-07,0,96.51428571428572,-2.3042857142857147,54.44714285714286,,,,
Slider,11,SL,2022-04-10,0,85.26363636363637,-2.517272727272728,54.70727272727272,,,,
4-Seam Fastball,6,FF,2022-04-10,0,94.96666666666668,-2.263333333333333,54.56999999999999,,,,
Slider,7,SL,2022-04-12,0,85.38571428571429,-2.555714285714285,54.57,,,,
4-Seam Fastball,4,FF,2022-04-12,0,95.675,-2.3175,54.42,,,,
Slider,13,SL,2022-04-14,0,85.54615384615386,-2.587692307692308,54.40846153846155,,,,
4-Seam Fastball,9,FF,2022-04-14,0,94.57777777777775,-2.3666666666666663,54.30333333333334,,,,
4-Seam Fastball,4,FF,2022-04-18,0,94.75,-2.16,54.54,,,,
Slider,5,SL,2022-04-18,0,85.1,-2.236,54.712,,,,
4-Seam Fastball,10,FF,2022-04-24,0,96.39,-2.2820000000000005,54.565,,,,
Slider,17,SL,2022-04-24,0,87.05882352941178,-2.3988235294117644,54.58,,,,
4-Seam Fastball,13,FF,2022-04-28,0,94.7846153846154,-2.3669230769230767,54.40846153846154,,,,
Slider,16,SL,2022-04-28,0,86.00625,-2.440625,54.4175,,,,
4-Seam Fastball,9,FF,2022-05-01,0,95.96666666666668,-2.44,54.42111111111111,,,,
Slider,3,SL,2022-05-01,0,87.43333333333332,-2.52,54.51666666666667,,,,
4-Seam Fastball,14,FF,2022-05-05,0,97.35,-2.323571428571429,54.49642857142858,,,,
Slider,10,SL,2022-05-05,0,87.74,-2.394,54.56300000000001,,,,
4-Seam Fastball,23,FF,2022-05-07,0,97.07391304347829,-2.394347826086957,54.38043478260869,,,,
Slider,18,SL,2022-05-07,0,86.53333333333333,-2.509444444444444,54.54833333333333,,,,
Slider,6,SL,2022-05-10,0,85.69999999999999,-2.521666666666667,54.67499999999999,,,,
4-Seam Fastball,6,FF,2022-05-10,0,96.0,-2.37,54.46333333333333,,,,
4-Seam Fastball,4,FF,2022-05-17,0,95.6,-2.3425,54.47,,,,
Slider,2,SL,2022-05-17,0,87.19999999999999,-2.58,54.57,,,,
Slider,9,SL,2022-05-19,0,86.15555555555555,-2.4533333333333336,54.61777777777778,,,,
4-Seam Fastball,4,FF,2022-05-19,0,95.725,-2.3550000000000004,54.6275,,,,
Slider,9,SL,2022-05-19,0,86.15555555555555,-2.4533333333333336,54.61777777777778,,,,
4-Seam Fastball,4,FF,2022-05-19,0,95.725,-2.3550000000000004,54.6275,,,,
Slider,12,SL,2022-05-22,0,86.36666666666666,-2.5175000000000005,54.53083333333333,,,,
4-Seam Fastball,15,FF,2022-05-22,0,95.55333333333334,-2.4693333333333336,54.44466666666666,,,,
4-Seam Fastball,12,FF,2022-05-25,0,95.81666666666666,-2.4900000000000007,54.54,,,,
Slider,13,SL,2022-05-25,0,86.67692307692306,-2.534615384615385,54.534615384615385,,,,
4-Seam Fastball,18,FF,2022-05-28,0,96.46666666666668,-2.3372222222222216,54.36277777777778,,,,
Slider,10,SL,2022-05-28,0,87.96000000000001,-2.4480000000000004,54.417,,,,
4-Seam Fastball,10,FF,2022-05-31,0,97.25,-2.241,54.47399999999999,,,,
Slider,11,SL,2022-05-31,0,87.13636363636363,-2.2472727272727275,54.554545454545455,,,,
4-Seam Fastball,10,FF,2022-06-04,0,95.51,-2.303,54.605,,,,
Slider,13,SL,2022-06-04,0,86.1,-2.3107692307692305,54.65923076923077,,,,
4-Seam Fastball,14,FF,2022-06-09,0,96.47142857142856,-2.3314285714285714,54.57000000000001,,,,
Slider,9,SL,2022-06-09,0,87.06666666666666,-2.3866666666666667,54.66222222222222,,,,
4-Seam Fastball,3,FF,2022-06-12,0,95.66666666666669,-2.276666666666667,54.38,,,,
Slider,8,SL,2022-06-12,0,85.87500000000001,-2.305,54.49,,,,
4-Seam Fastball,7,FF,2022-06-13,0,97.6,-2.381428571428572,54.44428571428572,,,,
Slider,5,SL,2022-06-13,0,87.98,-2.486,54.562,,,,
Slider,6,SL,2023-07-06,0,84.60000000000001,-2.505,54.428333333333335,,,,
4-Seam Fastball,4,FF,2023-07-06,0,96.05,-2.5225,54.435,,,,
Slider,8,SL,2023-07-07,0,84.65,-2.51875,54.60625,,,,
4-Seam Fastball,5,FF,2023-07-07,0,96.38,-2.454,54.464,,,,
4-Seam Fastball,18,FF,2023-07-18,0,95.86666666666667,-2.3305555555555557,54.303333333333335,,,,
Slider,18,SL,2023-07-18,0,84.22777777777777,-2.3711111111111114,54.49055555555556,,,,
