pitch_name,pitch_num,pitch_type,game_date,injured,release_speed,release_pos_x,release_pos_y,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated
4-Seam Fastball,4,FF,2022-04-23,0,95.975,-2.0075000000000003,54.0175,,,,
Sinker,14,SI,2022-04-23,0,94.22857142857144,-1.9235714285714285,53.86000000000001,,,,
Slider,9,SL,2022-04-23,0,83.72222222222223,-1.9666666666666663,53.97777777777778,,,,
Curveball,4,CU,2022-04-23,0,76.45,-1.9025,53.965,,,,
Sinker,16,SI,2022-04-30,0,93.2875,-1.96,53.99125,,,,
Curveball,10,CU,2022-04-30,0,76.63000000000001,-1.892,53.987,,,,
Slider,13,SL,2022-04-30,0,83.54615384615384,-2.011538461538461,54.01769230769231,,,,
4-Seam Fastball,9,FF,2022-04-30,0,93.03333333333332,-1.9544444444444444,54.06777777777776,,,,
Changeup,1,CH,2022-04-30,0,88.4,-2.12,54.05,,,,
4-Seam Fastball,28,FF,2022-05-04,0,91.63928571428572,-1.9775000000000005,53.784642857142885,,,,
Curveball,8,CU,2022-05-04,0,77.5,-1.94375,53.88124999999999,,,,
Slider,17,SL,2022-05-04,0,83.23529411764706,-1.994117647058824,53.739411764705885,,,,
Changeup,3,CH,2022-05-04,0,87.36666666666667,-2.2100000000000004,53.67666666666667,,,,
Sinker,5,SI,2022-05-04,0,93.78,-1.928,53.720000000000006,,,,
Curveball,3,CU,2022-05-09,0,76.13333333333333,-1.7733333333333334,53.97,,,,
Sinker,13,SI,2022-05-09,0,93.07692307692308,-1.8707692307692303,54.01769230769232,,,,
Slider,9,SL,2022-05-09,0,84.64444444444445,-1.8966666666666667,53.99444444444444,,,,
Changeup,4,CH,2022-05-09,0,86.55000000000001,-1.9925,54.142500000000005,,,,
4-Seam Fastball,7,FF,2022-05-09,0,94.08571428571427,-1.7971428571428572,54.02,,,,
Curveball,3,CU,2022-05-09,0,76.13333333333333,-1.7733333333333334,53.97,,,,
Sinker,13,SI,2022-05-09,0,93.07692307692308,-1.8707692307692303,54.01769230769232,,,,
Slider,9,SL,2022-05-09,0,84.64444444444445,-1.8966666666666667,53.99444444444444,,,,
Changeup,4,CH,2022-05-09,0,86.55000000000001,-1.9925,54.142500000000005,,,,
4-Seam Fastball,7,FF,2022-05-09,0,94.08571428571427,-1.7971428571428572,54.02,,,,
Sinker,23,SI,2022-05-14,0,93.37826086956522,-2.055217391304348,53.92608695652173,,,,
Slider,22,SL,2022-05-14,0,84.28181818181817,-2.023181818181818,53.92363636363637,,,,
4-Seam Fastball,10,FF,2022-05-14,0,94.51000000000002,-2.0520000000000005,53.985,,,,
Changeup,3,CH,2022-05-14,0,87.33333333333333,-2.2533333333333334,53.82,,,,
Curveball,2,CU,2022-05-14,0,77.25,-1.935,53.905,,,,
4-Seam Fastball,6,FF,2022-05-19,0,92.46666666666664,-2.0716666666666668,53.935,,,,
Slider,13,SL,2022-05-19,0,84.53846153846153,-2.090769230769231,53.813076923076935,,,,
Sinker,17,SI,2022-05-19,0,92.38235294117646,-1.9558823529411764,53.88235294117648,,,,
Curveball,3,CU,2022-05-19,0,76.10000000000001,-1.9333333333333336,53.970000000000006,,,,
Changeup,2,CH,2022-05-19,0,86.75,-2.38,53.815,,,,
4-Seam Fastball,5,FF,2022-05-29,0,94.3,-1.94,53.968,,,,
Sinker,14,SI,2022-05-29,0,92.10714285714288,-1.956428571428572,53.87428571428571,,,,
Slider,9,SL,2022-05-29,0,84.72222222222223,-1.9444444444444444,53.93666666666667,,,,
Changeup,1,CH,2022-05-29,0,88.2,-1.99,53.98,,,,
Curveball,3,CU,2022-05-29,0,77.7,-1.8166666666666669,53.86666666666667,,,,
Sinker,9,SI,2022-06-03,0,92.92222222222225,-1.992222222222222,53.95222222222222,,,,
Curveball,2,CU,2022-06-03,0,79.15,-1.87,53.93,,,,
Slider,8,SL,2022-06-03,0,84.625,-1.95125,53.963750000000005,,,,
4-Seam Fastball,1,FF,2022-06-03,0,96.0,-2.3,54.01,,,,
Changeup,2,CH,2022-06-03,0,86.7,-2.18,54.115,,,,
