pitch_name,pitch_num,pitch_type,game_date,injured,release_speed,release_pos_x,release_pos_y,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated
4-Seam Fastball,36,FF,2022-05-30,0,91.23611111111111,1.3352777777777778,53.735,,,,
Changeup,30,CH,2022-05-30,0,78.68666666666667,1.7113333333333332,53.69566666666668,,,,
Slider,3,SL,2022-05-30,0,79.60000000000001,1.82,53.68666666666667,,,,
Changeup,27,CH,2022-07-26,0,78.76296296296296,1.6740740740740745,53.67777777777778,,,,
4-Seam Fastball,34,FF,2022-07-26,0,90.65,1.3170588235294118,53.73470588235295,,,,
Slider,2,SL,2022-07-26,0,79.45,2.24,53.695,,,,
4-Seam Fastball,42,FF,2023-05-26,0,91.81428571428572,0.6878571428571428,53.9004761904762,,,,
Changeup,24,CH,2023-05-26,0,80.97500000000001,1.1483333333333332,53.81375,,,,
Slider,3,SL,2023-05-26,0,80.5,1.2733333333333334,54.02333333333333,,,,
4-Seam Fastball,18,FF,2023-09-28,0,92.5888888888889,0.6438888888888888,53.81555555555555,,,,
Changeup,6,CH,2023-09-28,0,79.66666666666666,1.3016666666666663,53.71666666666667,,,,
