,Name,Date,Year
2376,David Wells,1985-04-10,1985.0
2377,Jamie Nelson,1985-01-01,1984.0
2378,Kevin Towers,1985-01-01,1984.0
2379,Chuck Porter,1984-08-03,1984.0
2380,Paul Molitor,1984-05-21,1984.0
2381,Larry Christenson,1983-06-15,1983.0
2383,Gil Patterson,1983-01-01,1982.0
2382,Brian Holton,1983-01-01,1982.0
2384,Don Aase,1982-10-18,1982.0
2385,David Palmer,1982-09-01,1982.0
2386,Joe Sambito,1982-07-07,1982.0
2387,Dwayne Henry,1982-01-01,1981.0
2388,Tom Candiotti,1981-10-13,1981.0
2389,Bill Bordley,1981-04-13,1981.0
2390,Joe Hesketh,1981-01-01,1980.0
2391,Brent Strom,1978-01-01,1977.0
2392,Tommy John,1974-09-25,1974.0
