,pitch_name,pitch_num,pitch_type,game_date,release_speed,release_pos_x,release_pos_y,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated
0,Sinker,2,SI,2015-04-05,93.5,-1.58,54.5,,,,
0,4-Seam Fastball,12,FF,2015-04-05,95.10833333333333,-1.1366666666666665,54.5,,,,
