,pitch_name,pitch_num,pitch_type,game_date,release_speed,release_pos_x,release_pos_y,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated
0,Slider,7,SL,2015-04-05,82.77142857142857,-1.2028571428571428,54.5,,,,
0,4-Seam Fastball,1,FF,2015-04-05,94.0,-1.3,54.5,,,,
0,Sinker,8,SI,2015-04-05,94.1875,-0.90375,54.5,,,,
