,pitch_name,pitch_num,pitch_type,game_date,release_speed,release_pos_x,release_pos_y,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated
0,Sinker,3,SI,2015-04-05,92.13333333333333,2.9133333333333336,54.5,,,,
0,Slider,1,SL,2015-04-05,79.5,2.9,54.5,,,,
0,4-Seam Fastball,3,FF,2015-04-05,93.03333333333335,2.866666666666667,54.5,,,,
0,Intentional Ball,4,IN,2015-04-05,71.89999999999999,3.1399999999999997,54.5,,,,
